icao,le_ident,he_ident,le_lat,le_lon,he_lat,he_lon,le_displaced_ft,he_displaced_ft
CYVM,03,21,67.54219514,-64.03899151,67.55095285,-64.02418336,0,0
CYVO,18,36,48.06669998,-77.78649902,48.03979874,-77.77880096,0.0,0.0
CYVP,07,25,58.08440018,-68.43810272,58.09640121,-68.41670227,0.0,0.0
CYVP,13,31,58.10499954,-68.43190002,58.10189819,-68.40670013,0.0,0.0
CYVQ,10,28,65.285599,-126.815002,65.277702,-126.780998,0.0,0.0
CYVR,08L,26R,49.20500183,-123.2009964,49.20059967,-123.16000366,0.0,0.0
CYVR,08R,26L,49.1900989,-123.20781589,49.18439865112305,-123.16100311279297,697.0,0.0
CYVR,13,31,49.19990158,-123.2009964,49.18420029,-123.18199921,0.0,0.0
CYVT,06,24,55.84394442,-108.43084436,55.84539968,-108.41992551,0.0,0.0
CYVT,12,30,55.84621352,-108.42355577,55.83765138,-108.40448041,0.0,0.0
CYVV,05,23,44.73920059,-81.11720276,44.74919891,-81.10389709,0.0,0.0
CYVV,11,29,44.743551,-81.110667,44.74127998,-81.0990205,0.0,0.0
CYVZ,13,31,52.65842838,-94.06680406,52.65244918,-94.05438716,0,0
CYWG,13,31,49.9128,-97.252197,49.895302,-97.227203,0.0,0.0
CYWG,18,36,49.9253006,-97.23419952,49.89559937,-97.24169922,0.0,0.0
CYWJ,08,26,65.21209356,-123.44930694,65.21016732,-123.42365706,0,0
CYWK,18,36,52.9304657,-66.86924744,52.91498566,-66.86009979,0.0,0.0
CYWL,12,30,52.19006323,-122.06560617,52.17676645,-122.04301509,0.0,0.0
CYWM,17,35,54.7486,-113.204002,54.737801,-113.204002,0.0,0.0
CYWV,13,31,52.79973939,-110.86292185,52.79343524,-110.8542086,0.0,0.0
CYWY,11,29,63.21260071,-123.44499969,63.20629883,-123.42900085,495.0,0.0
CYXC,16,34,49.62308816,-115.78233818,49.60114667,-115.78184169,0.0,0.0
CYXE,09,27,52.17850113,-106.71800232,52.17419815,-106.68199921,0.0,0.0
CYXE,15,33,52.179199,-106.705002,52.16294,-106.696728,0.0,0.0
CYXH,03,21,50.01399994,-110.72799683,50.0237999,-110.71299744,0.0,0.0
CYXH,09,27,50.017948,-110.72621979,50.01558426,-110.71462982,0.0,0.0
CYXJ,03,21,56.231998,-120.75,56.244999,-120.726997,0.0,191.0
CYXJ,12,30,56.244999,-120.752998,56.231701,-120.730003,0.0,0.0
CYXK,07,25,48.47389984,-68.50389862,48.48220062,-68.48970032,0.0,0.0
CYXL,16,34,50.12086105,-91.90970612,50.10730743,-91.9016571,300.0,0.0
CYXN,15,33,62.24483729,-92.60389603,62.23531808,-92.59198302,0,0
CYXP,06,24,66.14305069,-65.72227365,66.1468442,-65.70466168,0,0
CYXQ,14,32,62.41509908,-140.87218648,62.40532279,-140.86537642,0,341
CYXR,08,26,47.69390106,-79.85800171,47.70130157,-79.8361969,0.0,0.0
CYXR,16,34,47.69580078,-79.86109924,47.68889999,-79.85500336,0.0,300.0
CYXS,01,19,53.88589859,-122.6780014,53.8946991,-122.66899872,984.0,373.0
CYXS,06,24,53.8857,-122.693001,53.888699,-122.667999,0.0,407.0
CYXS,15,33,53.89950975,-122.67080833,53.8685751,-122.66211981,0.0,500.0
CYXT,03,21,54.45854504,-128.58628567,54.46758826,-128.56646685,0.0,0.0
CYXT,15,33,54.47869873,-128.58999634,54.45840073,-128.58500671,0.0,0.0
CYXU,09,27,43.0381012,-81.16390228,43.04169846,-81.14080048,0.0,0.0
CYXU,15,33,43.042099,-81.15979767,43.02399826,-81.13809967,0.0,0.0
CYXX,01,19,49.01860046,-122.3789978,49.03139877,-122.37000275,0.0,0.0
CYXX,07,25,49.01890182,-122.37999725,49.020401,-122.33999634,0.0,295.0
CYXY,02,20,60.71195717,-135.07176404,60.71474588,-135.06790201,0,0
CYXY,14L,32R,60.718483,-135.070328,60.701599,-135.057312,0.0,0.0
CYXY,14R,32L,60.72169876,-135.07699585,60.69760132,-135.05700684,850.0,1400.0
CYXZ,03,21,47.96110153,-84.79029846,47.97219849,-84.78309631,0.0,689.0
CYYB,08,26,46.35740608,-79.44228277,46.36883817,-79.40627114,0.0,0.0
CYYB,13,31,46.369998931884766,-79.42610168457031,46.36702474,-79.41681562,0.0,0.0
CYYB,18,36,46.37027593,-79.4269815,46.358231,-79.423112,0.0,0.0
CYYC,08,26,51.10406827,-114.03055341,51.1040546,-114.00350406,0,0
CYYC,11,29,51.12639999,-114.03700256,51.11560059,-114.0059967,0.0,0.0
CYYC,17L,35R,51.1483,-113.989998,51.110001,-113.989998,0.0,0.0
CYYC,17R,35L,51.13140106,-114.02100372,51.09659958,-114.02100372,0.0,0.0
CYYD,15,33,54.83554496,-127.18580882,54.81517573,-127.17994223,0.0,0.0
CYYE,04,22,58.8307991,-122.61599731,58.84030151,-122.58799744,0.0,0.0
CYYE,08,26,58.8380611,-122.59614476,58.83600334,-122.57758575,0.0,0.0
CYYF,16,34,49.4707797,-119.6019348,49.45432791,-119.60262387,0.0,300.0
CYYG,03,21,46.27970123,-63.12749863,46.29859924,-63.12310028,0.0,0.0
CYYG,10,28,46.29390949,-63.12895501,46.29760773,-63.10169677,0.0,0.0
CYYH,15,33,69.55154539,-93.58476534,69.54178717,-93.56928498,0,0
CYYJ,03,21,48.64239192,-123.43541844,48.65229839,-123.42091859,1405.0,886.0
CYYJ,09,27,48.65100098,-123.44000244,48.64599991,-123.41200256,0.0,0.0
CYYJ,14,32,48.65320272,-123.43392104,48.6410817,-123.42423607,427.0,0.0
CYYL,08,26,56.86100006,-101.08200073,56.86130142,-101.06999969,0.0,0.0
CYYL,17,35,56.87060165,-101.06999969,56.85689926,-101.06999969,0.0,0.0
CYYM,03,21,49.6344446,-114.10111312,49.63978148,-114.0882965,0,0
CYYM,11,29,49.64010301,-114.10217989,49.63231829,-114.08872152,0,0
CYYN,04,22,50.28889847,-107.6989975,50.29330063,-107.69100189,0.0,0.0
CYYN,12,30,50.29676204,-107.69570259,50.28841233,-107.68296556,0,0
CYYO,09,27,51.81072038,-104.17646264,51.80925873,-104.16335567,0.0,0.0
CYYQ,07,25,58.75137245,-94.07503583,58.75519943237305,-94.05120086669922,0.0,0.0
CYYQ,15,33,58.74570084,-94.07769775,58.72330093,-94.05539703,0.0,0.0
CYYR,08,26,53.30390167,-60.44810104,53.32139969,-60.40670013,0.0,0.0
CYYR,15,33,53.33390045,-60.43640137,53.31610107,-60.40439987,0.0,0.0
CYYT,10,28,47.62361542,-52.77158413,47.6252794,-52.73720189,0.0,0.0
CYYT,16,34,47.625801,-52.7514,47.6106,-52.733898,0.0,0.0
CYYU,10,28,49.41440791,-82.47624757,49.4145984,-82.46117495,0,0
CYYU,17,35,49.41845505,-82.47421119,49.40463359,-82.46489815,0.0,0.0
CYYW,12,30,50.29660113,-88.91761546,50.29132863,-88.90263814,0.0,0.0
CYYW,18,36,50.29088714,-88.90337685,50.28360658,-88.90310583,0.0,0.0
CYYY,06,24,48.60359955,-68.21640015,48.61640167,-68.20079803,500.0,0.0
CYYY,15,33,48.608529,-68.21500117,48.60124955,-68.20266059,0.0,230.0
CYYZ,05,23,43.6739006,-79.66390228,43.69469833,-79.63330078,135.0,485.0
CYYZ,06L,24R,43.66104889,-79.62342834,43.67897797,-79.59736633,0.0,197.0
CYYZ,06R,24L,43.65829849,-79.62192535,43.67528915,-79.59723663,0.0,0.0
CYYZ,15L,33R,43.69281799,-79.6433064,43.67080544,-79.61455253,0.0,0.0
CYYZ,15R,33L,43.68579865,-79.65170288,43.66749954,-79.62830353,588.0,588.0
CYZE,05,23,45.88205144,-82.57278047,45.88770684,-82.56648551,0,0
CYZE,11,29,45.88258758,-82.57903859,45.88082588,-82.55756974,0.0,0.0
CYZF,10,28,62.47129822,-114.45300293,62.46530151,-114.42700195,0.0,0.0
CYZF,16,34,62.47320175,-114.44400024,62.45280075,-114.44100189,0.0,0.0
CYZG,03,21,62.1745947,-75.66833352,62.1842053,-75.66616813,0,0
CYZH,10,28,55.29650116,-114.79000092,55.2901001,-114.76599884,0.0,557.0
CYZP,13,31,53.25999832,-131.82099915,53.24860001,-131.80700684,0.0,0.0
CYZR,06,24,42.9975238,-82.31217247,43.00313561,-82.30399443,0.0,0.0
CYZR,15,33,43.004398,-82.3153,42.994202,-82.3022,0.0,0.0
CYZS,16,34,64.19955762,-83.3661037,64.18710938,-83.35279029,0,0
CYZT,08,26,50.68069138,-127.37683427,50.68001746,-127.35955143,0.0,0.0
CYZT,11,29,50.68610001,-127.3730011,50.67720032,-127.35700226,0.0,0.0
CYZT,16,34,50.68579865,-127.37200165,50.67499924,-127.3710022,0.0,1475.0
CYZU,11,29,54.14839935,-115.79799652,54.1393013,-115.77600098,0.0,0.0
CYZV,09,27,50.21720123,-66.27919769,50.22359848,-66.25250244,0.0,0.0
CYZV,13,31,50.22969818,-66.27690125,50.2242012,-66.25250244,0.0,0.0
CYZW,09,27,60.174702,-132.755997,60.170898,-132.729996,0.0,0.0
CYZX,08,26,44.98109818,-64.93250275,44.99069977,-64.90470123,0.0,0.0
CYZX,12,30,44.98360062,-64.93139648,44.97719955,-64.90170288,0.0,0.0
CYZY,17,35,55.30631222,-123.13214717,55.29258116,-123.13466072,0.0,0.0
CZAC,10,28,56.090661,-96.097272,56.088411,-96.081133,0,0
CZAM,14,32,50.6882019,-119.23200226,50.67739868,-119.22499847,0.0,0.0
CZBA,09,27,43.44079971,-79.85440063,43.44189835,-79.84609985,475.0,172.0
CZBA,14,32,43.44499969,-79.85469818,43.43840027,-79.84420013,90.0,324.0
CZBB,07,25,49.0780983,-123.01999664,49.07789993,-122.9960022,0.0,600.0
CZBB,13,31,49.07820129394531,-123.01899719238281,49.06731882,-123.00699239,0.0,0.0
CZBD,9,27,56.051522,-95.631619,56.05161,-95.606845,0,0
CZBF,10,28,47.62845279,-65.75149187,47.63060454,-65.72894337,0.0,0.0
CZBM,05,23,45.285484,-72.747879,45.296387,-72.736069,0.0,0.0
CZBM,05R,23L,45.28328842,-72.74777007,45.2902304,-72.7403058,0.0,0.0
CZEE,12,30,56.039544,-96.514512,56.03419167,-96.49831944,0,0
CZEM,02,20,52.2215891,-78.52337534,52.23119413,-78.52217024,0,0
CZFA,09,27,62.20917004,-133.38422658,62.20474069,-133.36273614,0.0,0.0
CZFD,10,28,59.33677146,-107.19136208,59.33232112,-107.17286966,0,0
CZFM,12,30,67.411209,-134.868118,67.402596,-134.851395,0.0,0.0
CZFN,07,25,64.90921007,-125.58208568,64.910225,-125.55677222,0,0
CZGF,07,25,49.01530075,-118.43900299,49.01530075,-118.42099762,0.0,0.0
CZHP,07,25,55.39350128,-116.48500061,55.39369965,-116.46600342,0.0,0.0
CZJN,02,20,52.11680378,-101.23862686,52.12611083,-101.22983773,0.0,0.0
CZJN,08,26,52.11782512,-101.23886576,52.11782187,-101.23520024,0.0,0.0
CZJN,09,27,52.11781807,-101.23520563,52.11779082,-101.23009237,0,0
CZKE,07,25,52.27915587,-81.68478609,52.28575999,-81.67082184,0,0
CZMD,05,23,53.43831257,-91.76895866,53.44459891,-91.75679782,0,0
CZML,15,33,51.74300003,-121.33699799,51.7303009,-121.33000183,415.0,0.0
CZMT,13,31,54.03278424,-132.13114113,54.0213361,-132.11894021,0.0,250.0
CZNL,04,22,49.4919014,-117.30599976,49.49610138,-117.29499817,0.0,200.0
CZPB,10,28,53.89133835,-92.20443715,53.89073811,-92.18815961,0,0
CZPC,07,25,49.52044,-114.01098741,49.52044035,-113.98320741,404,1201
CZPO,16,34,55.53207181,-106.58330618,55.52394419,-106.58103182,0,0
CZRJ,03,21,52.93909898,-91.31587984,52.94817623,-91.30927954,0,0
CZSJ,11,29,53.06607408,-93.35173664,53.06227635,-93.33704596,0,0
CZSN,18,36,56.79796484,-98.90600429,56.78743982,-98.90834584,0,0
CZST,18,36,55.94062582,-129.97846797,55.93072563,-129.98594094,0.0,0.0
CZTM,1,19,55.85700457,-92.08246737,55.86794378,-92.08061704,0,0
CZUC,05,23,49.4254309,-91.72577571,49.431506,-91.71428894,0.0,0.0
CZUM,13,31,53.5644989,-64.11820221,53.56069946,-64.09369659,0.0,0.0
CZVL,08,26,53.67382431,-113.86203003,53.67144775,-113.83931732,0.0,0.0
CZVL,16,34,53.67223358,-113.86521149,53.66265869,-113.86521149,0.0,0.0
CZWH,3,21,58.61031379,-101.47414228,58.61824725,-101.46370706,0,0
CZWL,17,35,58.11213211,-103.1732571,58.10176589,-103.1711949,0,0
NZAA,05R,23L,-37.01703504,174.76817151,-37.00662935,174.80576083,1125.0,0.0
NZAP,10,28,-38.74097192,176.07599651,-38.74436742,176.08245088,0,0
NZAP,17,35,-38.73429871,176.08700562,-38.74649811,176.08200073,0.0,0.0
NZAR,03,21,-37.03524017,174.96891785,-37.02634811,174.98022461,345.0,367.0
NZAR,03L,21R,-37.03166157,174.9715466,-37.02851502,174.9755364,0,0
NZAR,07,25,-37.02899662,174.96912102,-37.02897411,174.97404258,0,0
NZAS,02,20,-43.90673306,171.7985502,-43.90064994,171.80588509,0,0
NZAS,06,24,-43.9032083,171.79125732,-43.90243301,171.80831772,0,0
NZAS,11,29,-43.89685026,171.79853572,-43.90262166,171.80850603,0,0
NZAS,16,34,-43.89696464,171.79868087,-43.90668104,171.79900559,0,0
NZBA,07,25,-46.24501631,169.74438395,-46.24626345,169.753373,0,0
NZCB,03,21,-46.04380229,168.31157911,-46.03774023,168.31278262,0,0
NZCH,02,20,-43.49760056,172.52200317,-43.47499847,172.54800415,0.0,0.0
NZCH,02L,20R,-43.48600323,172.53070712,-43.48244709,172.53479701,0,0
NZCH,11,29,-43.48460007,172.5249939,-43.49470139,172.54100037,0.0,0.0
NZCX,12,30,-36.78767679,175.50466922,-36.79217466,175.50859905,0,0
NZDA,04,22,-35.94138225,173.88798972,-35.9372438,173.89770916,0,0
NZDA,04L,22R,-35.94107021,173.8883594,-35.9371706,173.89753542,0,0
NZDN,03,21,-45.93389893,170.18699646,-45.92440033,170.20799255,0.0,0.0
NZDV,02,20,-40.23798192,176.07244435,-40.22735367,176.08363735,0,0
NZDV,08,26,-40.22761098,176.07531911,-40.2288596,176.08343307,0,0
NZFF,05,23,-43.38631649,172.35797058,-43.38436267,172.36615039,0,0
NZFF,10,28,-43.38424044,172.35693851,-43.38762917,172.36510488,0,0
NZFF,18,36,-43.37834542,172.36411304,-43.38695007,172.36010383,0,0
NZFI,10,28,-40.25360107,175.6000061,-40.2580986,175.61099243,0.0,0.0
NZFJ,11,29,-43.36021504,170.12843239,-43.36436376,170.13653222,0,0
NZGA,01,19,-38.40779772,176.74122093,-38.39973162,176.74688593,0,0
NZGB,06,24,-36.2417672,175.46609349,-36.24108625,175.47295946,0,0
NZGB,10,28,-36.2390431,175.4641527,-36.24323682,175.47300368,0,0
NZGM,01,19,-42.4666251,171.18675163,-42.45781581,171.19396997,240,180
NZGS,03,21,-38.66607848,177.97188208,-38.65901511,177.98193334,0.0,0.0
NZGS,09,27,-38.65960145,177.97011538,-38.66398563,177.98234347,0.0,0.0
NZGS,14,32,-38.65828294,177.9749724,-38.66963507,177.97904331,0,0
NZGS,14L,32R,-38.65846432,177.97852607,-38.66496262,177.98087041,0.0,653.0
NZGT,15,33,-43.90607003,170.12778079,-43.91541246,170.12982185,0.0,0.0
NZGY,14,32,-44.86864532,168.39646774,-44.87442316,168.39883268,0,0
NZHA,02,20,-39.55671736,174.26735114,-39.55139354,174.27297314,0,0
NZHA,07,25,-39.55159213,174.26514869,-39.55175774,174.27302706,0,0
NZHA,14,32,-39.5500085,174.26616924,-39.55798349,174.26983757,0,0
NZHK,03,21,-42.71378326,170.97944641,-42.70735931,170.99290466,263.0,262.0
NZHK,12,30,-42.710602,170.983994,-42.7197,170.992004,0.0,0.0
NZHN,07,25,-37.86188844,175.32514084,-37.86235951,175.33186939,0.0,0.0
NZHN,18L,36R,-37.85573368,175.33623652,-37.87486715,175.329273,387.0,446.0
NZHN,18R,36L,-37.86136971,175.33292463,-37.8667798,175.33095837,0.0,0.0
NZHS,01,19,-39.64900979,176.76361504,-39.64075899,176.76961441,305,108
NZHS,01R,19L,-39.64955679,176.76452258,-39.64311201,176.76909346,299,0
NZHS,11,29,-39.64308142,176.7606237,-39.6480586,176.76813938,577,197
NZHT,01,19,-43.86877317,169.04138233,-43.86174625,169.04092889,0,0
NZHT,07,25,-43.86627077,169.03762876,-43.86314689,169.04366936,0,0
NZHT,12,30,-43.86292667,169.03739128,-43.86462167,169.04464795,0,0
NZKF,07,25,-36.40611503,174.58322768,-36.40591755,174.59153614,0,0
NZKI,05,23,-42.42633641,173.60025059,-42.42385153,173.60808594,0,0
NZKI,05L,23R,-42.42553064,173.60221837,-42.42334754,173.60910204,0,0
NZKK,02,20,-35.26367315,173.91407174,-35.26029067,173.91753054,0.0,0.0
NZKK,15,33,-35.25242821,173.91052412,-35.26280184,173.91374581,0,0
NZKK,15L,33R,-35.2564571,173.91234159,-35.26242546,173.91421013,0.0,0.0
NZKT,12,30,-35.06430054,173.28100586,-35.07450104,173.29100037,0.0,0.0
NZKT,18,36,-35.06801619,173.2886033,-35.07873595,173.28378804,259.0,0.0
NZLX,01,19,-45.21437256,169.36797393,-45.20912282,169.37214168,236.0,0.0
NZLX,14,32,-45.2062748,169.36892233,-45.21640639,169.37429253,0,0
NZLX,14L,32R,-45.2057991,169.36999512,-45.21580124,169.375,0.0,0.0
NZMA,04,22,-37.7333002,175.73735348,-37.72982044,175.74528728,0,0
NZMA,10,28,-37.73458489,175.73672899,-37.74080749,175.74894361,0,0
NZMC,13,31,-43.75999832,170.13000488,-43.77280045,170.13800049,144.0,180.0
NZMF,11,29,-44.67144397,167.91915826,-44.67543663,167.92706777,0,0
NZMJ,06,24,-44.36804813,168.01337162,-44.36431312,168.01839484,0,0
NZMJ,14,32,-44.36166612,168.01486699,-44.36357684,168.01950067,0,0
NZMJ,17,35,-44.35824257,168.00700839,-44.36308542,168.01020753,0,0
NZMK,02,20,-41.12336832,172.98774966,-41.11824254,172.99479819,262,285
NZMO,08,26,-45.53154753,167.64309588,-45.53449335,167.66300361,0.0,0.0
NZMO,18,36,-45.52854063,167.64396324,-45.5386682,167.64860284,0,0
NZMS,06,24,-40.97590503,175.62754508,-40.9733892,175.64206558,0,433
NZMS,06L,24R,-40.97532004,175.62692494,-40.97436906,175.63237631,0.0,0.0
NZMS,06R,24L,-40.97651796,175.62803986,-40.9743996,175.64019497,0.0,689.0
NZMS,10,28,-40.97219849,175.6269989,-40.97719955,175.63800049,266.0,200.0
NZMT,11,29,-41.21060899,175.48356929,-41.21447857,175.49027234,0,0
NZNE,03,21,-36.65879196,174.65222442,-36.65396455,174.65860318,361,144
NZNE,09,27,-36.65564895,174.65343027,-36.65696505,174.65946849,0,0
NZNP,05,23,-39.01050282,174.16997454,-39.00569957,174.18379781,0,0
NZNP,05R,23L,-39.01131675,174.16935211,-39.00744422,174.18055985,0.0,0.0
NZNP,14,32,-39.00030136,174.17900085,-39.01029968,174.18400574,0.0,0.0
NZNR,07,25,-39.46459961,176.85699463,-39.46429825,176.87199402,0.0,302.0
NZNR,16,34,-39.46199,176.868042,-39.477695,176.866318,0.0,0.0
NZNR,16L,34R,-39.46688014,176.86902168,-39.47362295,176.86825125,0,0
NZNS,02,20,-41.30137342,173.21894288,-41.29221514,173.22948349,0.0,0.0
NZNS,02L,20R,-41.29639716,173.21896167,-41.29237996,173.22363252,0,0
NZNS,06,24,-41.296131,173.216995,-41.295452,173.224167,0.0,0.0
NZNV,04,22,-46.41880035,168.30099487,-46.41040039,168.32699585,591.0,558.0
NZNV,04R,22L,-46.4157411,168.31515835,-46.41306778,168.32341517,118.0,0.0
NZNV,12,30,-46.41259129,168.31482192,-46.4176917,168.32083843,138.0,102.0
NZOH,09,27,-40.20220184,175.3730011,-40.20940018,175.3999939,486.0,0.0
NZOH,09L,27R,-40.20104877,175.37462177,-40.20268633,175.38073233,0,0
NZOH,15,33,-40.19829941,175.38499451,-40.21680069,175.38999939,2099.0,2099.0
NZOM,01,19,-41.54477303,173.92105633,-41.5383375,173.92724614,0,0
NZOM,07,25,-41.54130534,173.9199032,-41.54065812,173.92796786,0,0
NZOM,12,30,-41.53855459,173.92004283,-41.54448729,173.92776707,0,0
NZOU,02,20,-44.96932828,171.08071317,-44.96351548,171.08888259,0.0,0.0
NZOU,11,29,-44.968277,171.08094799,-44.97474945,171.0898729,0.0,328.0
NZOU,18,36,-44.96186447,171.08514404,-44.9721489,171.07785034,0.0,0.0
NZOX,18,36,-36.14284176,175.41995507,-36.14950364,175.41657472,0,0
NZPI,07,25,-36.65194985,174.43036263,-36.65197884,174.43860807,0,0
NZPM,07,25,-40.31988185,175.603226,-40.31984015,175.625604,456,262
NZPM,07R,25L,-40.32139219,175.61545514,-40.32137488,175.622306,0,0
NZPN,18,36,-41.34319438,173.95913108,-41.3492561,173.95437585,381,0
NZPP,12,30,-40.89877171,174.98515635,-40.90434735,174.99289267,79,105
NZPP,16,34,-40.89901154,174.98791365,-40.91162818,174.98787285,856,328
NZPP,16L,34R,-40.90217892,174.98880188,-40.90701282,174.98883144,0,0
NZQN,05,23,-45.020123,168.734924,-45.016441,168.758362,196.0,171.0
NZQN,14,32,-45.017185,168.740906,-45.024769,168.744568,33.0,66.0
NZRC,04,22,-46.90102585,168.09750731,-46.89850494,168.10476391,0,0
NZRK,16,34,-38.87926361,176.36468259,-38.89294916,176.36427749,0,0
NZRO,18,36,-38.10044935,176.32033813,-38.11549084,176.31143422,0,0
NZRO,18L,36R,-38.10169983,176.32099915,-38.10829926,176.31599426,0.0,1010.0
NZRT,04,22,-43.29117899,172.54039222,-43.28854642,172.54567287,0,0
NZRT,07,25,-43.2887319,172.53401393,-43.28898443,172.54849842,0,0
NZRT,10,28,-43.28748845,172.53572487,-43.29093544,172.54289009,0,0
NZRU,13,31,-39.43864932,175.6518519,-39.44754437,175.66015485,0.0,0.0
NZSL,16,34,-36.31897863,174.55591803,-36.32678713,174.55584139,597,535
NZTE,05,23,-37.74578668,175.15645644,-37.74340802,175.16425287,0,0
NZTG,04,22,-37.67151504,176.18768079,-37.668648,176.19403796,0.0,0.0
NZTG,07,25,-37.67272513,176.18843056,-37.67379605,176.20906411,0,0
NZTG,07L,25R,-37.67207428,176.19508195,-37.67253484,176.20432772,0.0,0.0
NZTG,16,34,-37.671101,176.195007,-37.677399,176.194,0.0,0.0
NZTL,11,29,-44.00225373,170.44005049,-44.00742952,170.44704528,0,0
NZTO,13,31,-38.23545767,175.89179245,-38.24171076,175.89734105,0,0
NZTT,16,34,-38.30255893,175.14781291,-38.30713905,175.14816475,0,0
NZTU,02,20,-44.30310059,171.22099304,-44.29449844,171.23100281,0.0,0.0
NZTU,02L,20R,-44.30139923,171.22099304,-44.29339981,171.23100281,0.0,0.0
NZTU,11,29,-44.30033963,171.22546108,-44.30606043,171.23429002,0.0,365.0
NZUK,15,33,-44.23360062,170.11799622,-44.24309921,170.11999512,0.0,131.0
NZUN,05,23,-37.02230443,175.85939264,-37.01966696,175.8677829,0,0
NZWB,06,24,-41.51831417,173.86088013,-41.51741006,173.87793422,0,0
NZWB,06L,24R,-41.5163002,173.86099243,-41.51580048,173.87800598,0.0,0.0
NZWB,10,28,-41.5135994,173.86399841,-41.5196991,173.875,0.0,98.0
NZWF,11,29,-44.7181015,169.24200439,-44.7262001,169.25100708,0.0,0.0
NZWF,11L,29R,-44.71966883,169.24534354,-44.72586293,169.25306942,0,0
NZWK,09,27,-37.91989599,176.90992572,-37.92427971,176.92342119,0,0
NZWK,09R,27L,-37.92033041,176.90945021,-37.9229109,176.91742021,0,0
NZWL,04,22,-43.47893535,172.3878934,-43.47679557,172.39482281,0,0
NZWL,04C,22C,-43.47883171,172.38771822,-43.47545305,172.39862521,0,0
NZWL,11,29,-43.47482677,172.3923913,-43.47971317,172.39966404,0,0
NZWL,17,35,-43.47523551,172.38997653,-43.48135433,172.38813953,0,0
NZWN,16,34,-41.31862459,174.80745444,-41.3349389,174.8063636,210.0,210.0
NZWO,16,34,-39.00740051,177.40400696,-39.01539993,177.40499878,0.0,0.0
NZWP,03,21,-36.7961998,174.6210022,-36.78509903,174.63900757,0.0,0.0
NZWP,08,26,-36.78379822,174.62399292,-36.78580093,174.64100647,0.0,0.0
NZWP,08L,26R,-36.78319931,174.62600708,-36.78450012,174.63499451,0.0,0.0
NZWR,06,24,-35.76985043,174.35783357,-35.7683685,174.36979721,0.0,0.0
NZWR,14,32,-35.76992509,174.35927712,-35.77381469,174.36125902,0,0
NZWS,04,22,-41.74024453,171.57262913,-41.73390035,171.58545464,0.0,0.0
NZWT,04,22,-36.83236764,175.67627657,-36.82638846,175.68712719,0,0
NZWT,16,34,-36.82619663,175.68012641,-36.83193495,175.68012641,0,0
NZWU,11,29,-39.95975869,175.01803663,-39.9671653,175.0308909,0,0
NZWU,11R,29L,-39.96212799,175.01946206,-39.96638189,175.0268528,197,0
NZWU,14,32,-39.95988933,175.02101973,-39.96743676,175.02520836,0,0
NZWV,13,31,-37.42816988,175.9505458,-37.43222515,175.95380555,0,0
NZYP,02,20,-39.99978241,176.53269616,-39.99318601,176.54141519,0,0
YABA,05,23,-34.947087,117.80581075,-34.94007853,117.81428313,,
YABA,14,32,-34.94009374,117.80347455,-34.95149644,117.81745235,,
YADA,10,28,-25.89274553,144.56296767,-25.89605488,144.57398767,,
YALP,15,33,-20.97983287,137.83088413,-20.98996487,137.83507147,,
YAMB,04,22,-27.64459976,152.7078867,-27.63657696,152.7204243,,
YAMB,10,28,-27.63476962,152.71245512,-27.63572993,152.71716502,,
YAMB,15,33,-27.62170374,152.7052939,-27.64732426,152.71647755,,
YAMB,15R,33L,-27.63431187,152.70928467,-27.64009384,152.7118149,,
YAMN,17,35,-32.53355835,137.69305295,-32.54202373,137.69351069,,
YANG,04,22,-23.14212665,118.70073262,-23.13010951,118.71396142,,
YARA,04,22,-37.31097545,142.98692621,-37.30758716,142.99296961,,
YARA,12,30,-37.30816494,142.98538009,-37.31472719,142.99667398,,
YARG,01,19,-16.64477283,128.44660076,-16.62541727,128.45448372,,
YARM,05,23,-30.53295097,151.60910983,-30.52473814,151.62453918,,
YARM,09,27,-30.5240667,151.61038505,-30.52528325,151.62189244,,
YATN,15,33,-17.25080329,145.50860523,-17.2619966,145.51437263,,
YAUR,16,34,-13.34836959,141.71796961,-13.35910532,141.72183152,,
YAYE,13,31,-25.17808064,130.96671016,-25.1930044,130.98658843,,
YAYR,02,20,-19.59736735,147.32388367,-19.58507845,147.32902642,,
YAYR,11,29,-19.59241549,147.31633466,-19.59698236,147.32700269,,
YBAF,04L,22R,-27.57092655,153.00189124,-27.56395347,153.01176206,,
YBAF,04R,22L,-27.57164218,153.0043735,-27.56546908,153.0130929,,
YBAF,10L,28R,-27.57019614,152.99672001,-27.57490454,153.01324793,,
YBAF,10R,28L,-27.57214914,152.99808146,-27.57517546,153.00869695,,
YBAR,01,19,-23.57278564,145.29989454,-23.55803136,145.30457106,,
YBAS,12,30,-23.80102342,133.89336084,-23.81210955,133.91401639,,
YBAS,17,35,-23.79725599,133.88653649,-23.80747926,133.88688561,,
YBBN,01L,19R,-27.38309566,153.10674097,-27.35655116,153.122005,,
YBBN,01R,19L,-27.40332201,153.11794375,-27.37465356,153.13432429,,
YBCG,14,32,-28.15650724,153.50071159,-28.17609825,153.51316861,,
YBCG,17,35,-28.16436887,153.5067278,-28.16959163,153.50630612,,
YBCK,06,24,-24.43501977,145.42100091,-24.42910682,145.43635314,,
YBCK,12,30,-24.42064862,145.41991054,-24.42942274,145.43254661,,
YBCS,15,33,-16.86582746,145.74357442,-16.8922961,145.75554105,,
YBCV,12,30,-26.40793371,146.25760269,-26.41798954,146.26801441,,
